 ************************************************************************
 *                                                                      *
 *                                                                      *
 *Tension Permeameter - Rafael Angulo - Sahel Data                      *
 *Cumulative infiltration - final water content                         *
 *                                                                      *
 ************************************************************************


 PROGRAM PARAMETERS
 ==================
 MAX. ITERATIONS.....................(MIT)............... 50
 NO. OF OBSERVATIONS.................(NOBb)............. 223


 SOIL PROPERTIES
 =========================
 RESIDUAL MOISTURE CONTENT...........(WCR)............      .010
 SATURATED MOISTURE CONTENT..........(WCS)............      .280
 FIRST COEFFICIENT...................(ALPHA)..........      .070
 SECOND COEFFICIENT..................(N)..............     1.900
 SATURATED CONDUCTIVITY..............(CONDS).......... .3000E-02
 PORE CONECTIVITY FACTOR.............(L)..............      .500


 Observed QUANTITY 
 ==================
    Obs     Time    QUANTITY     Type  Position   Weight
  190  5820.000     -8980.590    -8890.807  -89.783     0     3
  191  5835.000     -9016.490    -8922.967  -93.523     0     3
  192  6015.000     -9016.490    -9333.466  316.976     0     3
  193  6025.000     -9100.960    -9356.104  255.145     0     3
  194  6035.000     -9153.760    -9378.745  224.985     0     3
  195  6045.000     -9198.110    -9401.381  203.271     0     3
  196  6055.000     -9240.350    -9424.012  183.662     0     3
  197  6065.000     -9282.580    -9446.637  164.057     0     3
  198  6075.000     -9314.260    -9469.256  154.996     0     3
  199  6090.000     -9375.500    -9503.170  127.670     0     3
  200  6105.000     -9430.410    -9537.071  106.661     0     3
  201  6120.000     -9481.100    -9570.961   89.861     0     3
  202  6135.000     -9531.780    -9604.840   73.060     0     3
  203  6150.000     -9580.350    -9638.708   58.358     0     3
  204  6165.000     -9633.150    -9672.565   39.415     0     3
  205  6180.000     -9683.830    -9706.413   22.583     0     3
  206  6195.000     -9734.520    -9740.252    5.732     0     3
  207  6210.000     -9783.090    -9774.081   -9.009     0     3
  208  6225.000     -9833.770    -9807.901  -25.868     0     3
  209  6240.000     -9882.340    -9841.714  -40.626     0     3
  210  6255.000     -9933.030    -9875.518  -57.513     0     3
  211  6270.000     -9979.490    -9909.313  -70.177     0     3
  212  6285.000    -10028.100    -9943.102  -84.998     0     3
  213  6300.000    -10078.700    -9976.882 -101.818     0     3
  214  6315.000    -10123.100   -10010.660 -112.444     0     3
  215  6330.000    -10171.700   -10044.420 -127.279     0     3
  216  6345.000    -10207.600   -10078.180 -129.420     0     3
  217  6360.000    -10270.900   -10111.930 -158.969     0     3
  218  6375.000    -10319.500   -10145.680 -173.823     0     3
  219  6390.000    -10370.200   -10179.420 -190.784     0     3
  220  6405.000    -10414.500   -10213.150 -201.352     0     3
  221  6435.000    -10509.600   -10280.580 -229.022     0     3
  222  6450.000    -10562.400   -10314.290 -248.113     0     3
  223     -.100          .275         .275     .000     5     1


